Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,0.207,0.0357714881896972,27.873,537461.044,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.468,13.41,8
4bit-awq-gemv-eager,meta-llama/Meta-Llama-3-8B,0.375,0.0354059677124023,28.141,529913.546,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.611,13.41,8
4bit-awq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,3.246,0.0352710227966308,28.277,538669.899,5800.631,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,5.474,13.41,8
4bit-awq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.22,0.0350522403717041,28.465,559506.302,5922.266,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.432,13.41,8
4bit-gptq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.208,0.0346819038391113,28.752,549839.946,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.398,13.41,8
4bit-gptq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,0.207,0.0341001930236816,29.229,564410.202,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.36,13.41,8
4bit-awq-gemv-sdpa,meta-llama/Meta-Llama-3-8B,0.368,0.0317619199752807,31.411,609259.112,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,2.373,13.41,8
4bit-gptq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,0.199,0.0315527353286743,31.639,611664.082,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,2.189,13.41,8
4bit-gptq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.199,0.0311224794387817,31.973,617485.13,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,2.167,13.41,8
4bit-awq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.212,0.0303066883087158,32.919,640108.365,5922.135,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,2.126,13.41,8
4bit-gptq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,0.2,0.030004991531372,33.262,640596.548,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,2.096,13.41,8
4bit-awq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,3.237,0.029902847290039,33.289,632076.354,5800.5,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,5.128,13.41,8
4bit-gptq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.2,0.0297962074279785,33.483,651295.635,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,2.081,13.41,8
4bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.802,0.5970689392089843,1.675,38258.734,9597.899,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2MoeForCausalLM,38.441,12.42,14
4bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.803,0.5958622131347656,1.676,38503.69,9597.899,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2MoeForCausalLM,38.406,12.42,14
4bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.792,0.5825333557128907,1.715,40395.581,9597.901,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2MoeForCausalLM,37.51,12.42,14
4bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.785,0.5778168029785156,1.729,40081.627,9597.901,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2MoeForCausalLM,37.244,12.42,14
8bit-bnb-eager,Qwen/Qwen1.5-4B,0.158,0.1523783416748046,6.551,149705.437,5755.129,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,9.775,11.29,3
8bit-bnb-eager,Qwen/Qwen1.5-4B,0.154,0.1488216857910156,6.704,148400.596,5755.127,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,9.558,11.29,3
8bit-bnb-sdpa,Qwen/Qwen1.5-4B,0.152,0.1477868194580078,6.756,153946.823,5755.129,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,9.48,11.29,3
8bit-bnb-sdpa,Qwen/Qwen1.5-4B,0.147,0.1422651824951172,7.017,155535.368,5755.127,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,9.126,11.29,3
4bit-bnb-eager,Qwen/Qwen1.5-4B,0.459,0.0743100662231445,13.424,278689.223,4385.218,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,5.145,11.29,3
4bit-bnb-eager,Qwen/Qwen1.5-4B,0.484,0.0706961288452148,14.111,280519.712,4385.216,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,4.947,11.29,3
4bit-bnb-sdpa,Qwen/Qwen1.5-4B,0.455,0.0681517448425293,14.647,302772.261,4385.218,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,4.757,11.29,3
4bit-bnb-sdpa,Qwen/Qwen1.5-4B,0.479,0.0665532646179199,14.993,295153.004,4385.216,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,4.677,11.29,3
4bit-awq-gemm-eager,Qwen/Qwen1.5-4B,0.224,0.0556786403656005,17.912,381185.911,4275.216,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,3.742,11.29,3
4bit-awq-gemm-eager,Qwen/Qwen1.5-4B,0.22,0.05361448097229,18.638,391154.055,4275.214,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,3.602,11.29,3
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-4B,0.22,0.049646800994873,20.098,421540.454,4274.561,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,3.355,11.29,3
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-4B,0.215,0.0493242073059082,20.249,426171.879,4274.558,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,3.329,11.29,3
float16-eager,Qwen/Qwen1.5-4B,0.106,0.0420947513580322,23.667,456348.579,8972.095,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,2.771,11.29,3
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-4B,0.116,0.0414198551177978,24.1,507791.346,4305.06,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.726,11.29,3
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-4B,0.122,0.0411493606567382,24.218,514294.687,4310.802,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.722,11.29,3
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-4B,1.577,0.0406623191833496,24.529,502770.417,4273.053,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,4.145,11.29,3
bfloat16-eager,Qwen/Qwen1.5-4B,0.658,0.0403701763153076,24.674,476846.175,8972.095,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,3.211,11.29,3
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-4B,0.115,0.0403544006347656,24.752,520268.213,4305.06,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.662,11.29,3
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-4B,0.115,0.040313455581665,24.76,531688.533,4305.06,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.659,11.29,3
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-4B,0.114,0.0402235202789306,24.783,519742.09,4305.06,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.655,11.29,3
bfloat16-eager,Qwen/Qwen1.5-4B,0.704,0.0399900169372558,24.938,484487.454,8972.093,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,3.233,11.29,3
float16-eager,Qwen/Qwen1.5-4B,0.113,0.0397492485046386,25.075,488548.334,8972.093,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,2.621,11.29,3
bfloat16-sdpa,Qwen/Qwen1.5-4B,0.654,0.039704080581665,25.165,486979.425,8972.095,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,3.161,11.29,3
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-4B,0.12,0.0392078552246093,25.462,541298.606,4310.8,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.594,11.29,3
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-4B,1.461,0.0389631996154785,25.611,528238.175,4273.051,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,3.919,11.29,3
bfloat16-sdpa,Qwen/Qwen1.5-4B,0.699,0.0388241596221923,25.707,494203.849,8972.093,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,3.151,11.29,3
float16-sdpa,Qwen/Qwen1.5-4B,0.111,0.0381061115264892,26.126,504061.738,8972.093,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,2.522,11.29,3
float16-sdpa,Qwen/Qwen1.5-4B,0.1,0.0380153446197509,26.169,503273.253,8972.095,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,2.5,11.29,3
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-4B,0.114,0.0354427680969238,28.116,600784.483,4310.8,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.354,11.29,3
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-4B,0.116,0.0349182548522949,28.55,596942.656,4310.802,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.325,11.29,3
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-4B,0.11,0.034897647857666,28.553,587108.808,4305.06,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.312,11.29,3
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-4B,0.109,0.0345096645355224,28.881,603088.084,4305.06,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.291,11.29,3
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-4B,0.109,0.0345525913238525,28.892,608826.219,4305.06,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,2.289,11.29,3
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-4B,1.582,0.0342273120880127,29.1,579042.357,4274.364,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,3.747,11.29,3
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-4B,0.11,0.0340935363769531,29.223,599406.234,4305.06,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,2.263,11.29,3
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-4B,1.454,0.0336178894042968,29.557,590456.778,4274.362,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,3.588,11.29,3
8bit-bnb-eager,meta-llama/Llama-2-13b-hf,0.191,0.1482891387939453,6.733,143874.925,13852.183,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,9.544,10.99,13
8bit-bnb-sdpa,meta-llama/Llama-2-13b-hf,0.179,0.1397464599609374,7.144,149344.85,13856.653,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,8.998,10.99,13
4bit-bnb-eager,meta-llama/Llama-2-13b-hf,1.776,0.132398681640625,7.557,145561.199,8500.635,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,10.117,10.99,13
4bit-bnb-sdpa,meta-llama/Llama-2-13b-hf,1.766,0.1318306045532226,7.583,146085.194,8500.504,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,10.076,10.99,13
4bit-gptq-exllama-v2-eager,meta-llama/Llama-2-13b-hf,0.357,0.0413520317077636,24.184,465225.739,7759.281,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.963,10.99,13
4bit-gptq-exllama-v1-eager,meta-llama/Llama-2-13b-hf,0.356,0.041191535949707,24.261,466130.896,7759.281,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.954,10.99,13
4bit-gptq-exllama-v1-sdpa,meta-llama/Llama-2-13b-hf,0.345,0.0406922397613525,24.545,472895.157,7758.594,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,2.912,10.99,13
4bit-gptq-exllama-v2-sdpa,meta-llama/Llama-2-13b-hf,0.345,0.0406973609924316,24.549,472933.869,7758.594,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,2.91,10.99,13
8bit-bnb-eager,google/gemma-2-2b,0.131,0.1263576507568359,7.9,183475.316,3284.028,pytorch,float16,BnB.8bit,Eager,No Kernel,Gemma2ForCausalLM,8.104,10.26,2
8bit-bnb-sdpa,google/gemma-2-2b,0.124,0.1215631828308105,8.217,189345.003,3284.028,pytorch,float16,BnB.8bit,SDPA,No Kernel,Gemma2ForCausalLM,7.816,10.26,2
4bit-bnb-eager,google/gemma-2-2b,0.308,0.0711557922363281,14.01,304107.729,2559.606,pytorch,float16,BnB.4bit,Eager,No Kernel,Gemma2ForCausalLM,4.797,10.26,2
4bit-bnb-sdpa,google/gemma-2-2b,0.308,0.0690503997802734,14.444,312854.463,2559.606,pytorch,float16,BnB.4bit,SDPA,No Kernel,Gemma2ForCausalLM,4.669,10.26,2
4bit-awq-gemm-eager,google/gemma-2-2b,0.138,0.055671968460083,17.929,395093.792,2382.191,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Gemma2ForCausalLM,3.65,10.26,2
4bit-awq-gemm-sdpa,google/gemma-2-2b,0.138,0.0531090717315673,18.786,410065.405,2382.191,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Gemma2ForCausalLM,3.49,10.26,2
float32-sdpa,google/gemma-2-2b,0.33,0.0513764476776123,19.432,374155.185,10674.796,pytorch,float32,Unquantized,SDPA,No Kernel,Gemma2ForCausalLM,3.572,10.26,2
float32-eager,google/gemma-2-2b,0.325,0.050860143661499,19.627,377090.754,10674.796,pytorch,float32,Unquantized,Eager,No Kernel,Gemma2ForCausalLM,3.535,10.26,2
float16-eager,google/gemma-2-2b,0.066,0.0503578090667724,19.791,399600.662,5293.216,pytorch,float16,Unquantized,Eager,No Kernel,Gemma2ForCausalLM,3.245,10.26,2
bfloat16-eager,google/gemma-2-2b,0.384,0.0489883346557617,20.337,410415.788,5293.216,pytorch,bfloat16,Unquantized,Eager,No Kernel,Gemma2ForCausalLM,3.481,10.26,2
4bit-awq-exllama-v2-eager,google/gemma-2-2b,0.081,0.0486001930236816,20.519,459214.842,2395.823,pytorch,float16,AWQ.4bit,Eager,No Kernel,Gemma2ForCausalLM,3.151,10.26,2
4bit-awq-gemv-eager,google/gemma-2-2b,0.136,0.0485226383209228,20.536,441435.599,2390.977,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Gemma2ForCausalLM,3.203,10.26,2
4bit-awq-exllama-v1-eager,google/gemma-2-2b,0.968,0.0476922245025634,20.906,452468.524,2351.651,pytorch,float16,AWQ.4bit,Eager,No Kernel,Gemma2ForCausalLM,3.981,10.26,2
bfloat16-sdpa,google/gemma-2-2b,0.384,0.0475629749298095,20.963,421050.155,5293.216,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Gemma2ForCausalLM,3.39,10.26,2
4bit-gptq-exllama-v2-eager,google/gemma-2-2b,0.076,0.0476095523834228,20.965,466142.999,2393.605,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Gemma2ForCausalLM,3.078,10.26,2
float16-sdpa,google/gemma-2-2b,0.066,0.0472596950531005,21.109,419124.755,5293.216,pytorch,float16,Unquantized,SDPA,No Kernel,Gemma2ForCausalLM,3.05,10.26,2
4bit-gptq-exllama-v1-eager,google/gemma-2-2b,0.076,0.0455088634490966,21.924,483849.178,2393.605,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Gemma2ForCausalLM,2.947,10.26,2
4bit-awq-gemv-sdpa,google/gemma-2-2b,0.136,0.0447582397460937,22.267,478668.756,2390.977,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Gemma2ForCausalLM,2.964,10.26,2
4bit-awq-exllama-v1-sdpa,google/gemma-2-2b,0.965,0.04378169631958,22.771,493442.341,2351.651,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Gemma2ForCausalLM,3.733,10.26,2
4bit-awq-exllama-v2-sdpa,google/gemma-2-2b,0.081,0.0435447673797607,22.882,496494.78,2395.823,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Gemma2ForCausalLM,2.827,10.26,2
4bit-gptq-exllama-v2-sdpa,google/gemma-2-2b,0.076,0.0429438877105712,23.247,511562.353,2393.605,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Gemma2ForCausalLM,2.785,10.26,2
4bit-gptq-exllama-v1-sdpa,google/gemma-2-2b,0.076,0.0428142395019531,23.306,512754.696,2393.605,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Gemma2ForCausalLM,2.776,10.26,2
8bit-bnb-eager,google/gemma-2-2b,0.131,0.1263576507568359,7.9,183475.316,3284.028,pytorch,float16,BnB.8bit,Eager,No Kernel,InternLM2ForCausalLM,8.104,10.13,2
8bit-bnb-sdpa,google/gemma-2-2b,0.124,0.1215631828308105,8.217,189345.003,3284.028,pytorch,float16,BnB.8bit,SDPA,No Kernel,InternLM2ForCausalLM,7.816,10.13,2
4bit-bnb-eager,google/gemma-2-2b,0.308,0.0711557922363281,14.01,304107.729,2559.606,pytorch,float16,BnB.4bit,Eager,No Kernel,InternLM2ForCausalLM,4.797,10.13,2
4bit-bnb-sdpa,google/gemma-2-2b,0.308,0.0690503997802734,14.444,312854.463,2559.606,pytorch,float16,BnB.4bit,SDPA,No Kernel,InternLM2ForCausalLM,4.669,10.13,2
4bit-awq-gemm-eager,google/gemma-2-2b,0.138,0.055671968460083,17.929,395093.792,2382.191,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,InternLM2ForCausalLM,3.65,10.13,2
4bit-awq-gemm-sdpa,google/gemma-2-2b,0.138,0.0531090717315673,18.786,410065.405,2382.191,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,InternLM2ForCausalLM,3.49,10.13,2
float32-sdpa,google/gemma-2-2b,0.33,0.0513764476776123,19.432,374155.185,10674.796,pytorch,float32,Unquantized,SDPA,No Kernel,InternLM2ForCausalLM,3.572,10.13,2
float32-eager,google/gemma-2-2b,0.325,0.050860143661499,19.627,377090.754,10674.796,pytorch,float32,Unquantized,Eager,No Kernel,InternLM2ForCausalLM,3.535,10.13,2
float16-eager,google/gemma-2-2b,0.066,0.0503578090667724,19.791,399600.662,5293.216,pytorch,float16,Unquantized,Eager,No Kernel,InternLM2ForCausalLM,3.245,10.13,2
bfloat16-eager,google/gemma-2-2b,0.384,0.0489883346557617,20.337,410415.788,5293.216,pytorch,bfloat16,Unquantized,Eager,No Kernel,InternLM2ForCausalLM,3.481,10.13,2
4bit-awq-exllama-v2-eager,google/gemma-2-2b,0.081,0.0486001930236816,20.519,459214.842,2395.823,pytorch,float16,AWQ.4bit,Eager,No Kernel,InternLM2ForCausalLM,3.151,10.13,2
4bit-awq-gemv-eager,google/gemma-2-2b,0.136,0.0485226383209228,20.536,441435.599,2390.977,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,InternLM2ForCausalLM,3.203,10.13,2
4bit-awq-exllama-v1-eager,google/gemma-2-2b,0.968,0.0476922245025634,20.906,452468.524,2351.651,pytorch,float16,AWQ.4bit,Eager,No Kernel,InternLM2ForCausalLM,3.981,10.13,2
bfloat16-sdpa,google/gemma-2-2b,0.384,0.0475629749298095,20.963,421050.155,5293.216,pytorch,bfloat16,Unquantized,SDPA,No Kernel,InternLM2ForCausalLM,3.39,10.13,2
4bit-gptq-exllama-v2-eager,google/gemma-2-2b,0.076,0.0476095523834228,20.965,466142.999,2393.605,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,InternLM2ForCausalLM,3.078,10.13,2
float16-sdpa,google/gemma-2-2b,0.066,0.0472596950531005,21.109,419124.755,5293.216,pytorch,float16,Unquantized,SDPA,No Kernel,InternLM2ForCausalLM,3.05,10.13,2
4bit-gptq-exllama-v1-eager,google/gemma-2-2b,0.076,0.0455088634490966,21.924,483849.178,2393.605,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,InternLM2ForCausalLM,2.947,10.13,2
4bit-awq-gemv-sdpa,google/gemma-2-2b,0.136,0.0447582397460937,22.267,478668.756,2390.977,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,InternLM2ForCausalLM,2.964,10.13,2
4bit-awq-exllama-v1-sdpa,google/gemma-2-2b,0.965,0.04378169631958,22.771,493442.341,2351.651,pytorch,float16,AWQ.4bit,SDPA,No Kernel,InternLM2ForCausalLM,3.733,10.13,2
4bit-awq-exllama-v2-sdpa,google/gemma-2-2b,0.081,0.0435447673797607,22.882,496494.78,2395.823,pytorch,float16,AWQ.4bit,SDPA,No Kernel,InternLM2ForCausalLM,2.827,10.13,2
4bit-gptq-exllama-v2-sdpa,google/gemma-2-2b,0.076,0.0429438877105712,23.247,511562.353,2393.605,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,InternLM2ForCausalLM,2.785,10.13,2
4bit-gptq-exllama-v1-sdpa,google/gemma-2-2b,0.076,0.0428142395019531,23.306,512754.696,2393.605,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,InternLM2ForCausalLM,2.776,10.13,2
8bit-bnb-eager,huggyllama/llama-13b,0.191,0.1491815032958984,6.68,139950.349,13852.183,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,9.613,9.25,13
8bit-bnb-sdpa,huggyllama/llama-13b,0.179,0.1451786270141601,6.876,144871.347,13856.653,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,9.34,9.25,13
4bit-bnb-eager,huggyllama/llama-13b,1.777,0.1327750244140625,7.529,144860.128,8500.635,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,10.145,9.25,13
4bit-bnb-sdpa,huggyllama/llama-13b,1.767,0.1320175476074218,7.574,145951.5,8500.504,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,10.088,9.25,13
4bit-gptq-exllama-v2-eager,huggyllama/llama-13b,0.36,0.0417926559448242,23.926,460444.003,7759.281,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.993,9.25,13
4bit-gptq-exllama-v1-eager,huggyllama/llama-13b,0.359,0.0416208324432373,24.011,460852.54,7759.281,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.983,9.25,13
4bit-gptq-exllama-v2-sdpa,huggyllama/llama-13b,0.348,0.0411740646362304,24.279,466429.567,7758.594,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,2.942,9.25,13
4bit-gptq-exllama-v1-sdpa,huggyllama/llama-13b,0.348,0.0411330070495605,24.304,467182.872,7758.594,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,2.94,9.25,13
8bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.097,0.0931738243103027,10.718,246671.572,3158.453,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.977,9.12,1
8bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.094,0.0902400779724121,11.055,248365.167,3158.451,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.79,9.12,1
8bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.092,0.0884138870239257,11.301,259289.658,3158.453,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.676,9.12,1
8bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.091,0.0876114234924316,11.395,253601.932,3158.451,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.625,9.12,1
4bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.197,0.0455329608917236,21.899,470200.211,2642.303,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,3.071,9.12,1
4bit-bnb-eager,Qwen/Qwen1.5-1.8B,0.207,0.0439946231842041,22.663,471646.961,2642.301,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.986,9.12,1
4bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.194,0.0422557296752929,23.581,506603.904,2642.303,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.863,9.12,1
4bit-bnb-sdpa,Qwen/Qwen1.5-1.8B,0.205,0.04123801612854,24.084,504496.673,2642.301,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,2.805,9.12,1
4bit-awq-gemm-eager,Qwen/Qwen1.5-1.8B,0.09,0.03357417678833,29.686,646156.367,2578.246,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,2.213,9.12,1
4bit-awq-gemm-eager,Qwen/Qwen1.5-1.8B,0.089,0.0327415676116943,30.393,650306.126,2578.244,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,2.16,9.12,1
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-1.8B,0.086,0.0305867042541503,32.674,704290.651,2578.244,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,2.018,9.12,1
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-1.8B,0.087,0.0302559204101562,32.904,712614.501,2578.246,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,2.0,9.12,1
float32-eager,Qwen/Qwen1.5-1.8B,0.27,0.0300363998413085,33.216,634828.178,8499.298,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,2.167,9.12,1
float32-sdpa,Qwen/Qwen1.5-1.8B,0.271,0.0299860000610351,33.268,636378.81,8499.298,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,2.167,9.12,1
